text,rating,full_date,vader_scores
Fun and not overly complicated pri e I know there s been concern that the movie will be overly feminist because it was written by Greta Grew ig This movie manages to capture the right amount of feminism without taking itself so seriously The standout performance is Ryan Gosling as Ken I think he carried his role with the perfect amount of K energy Margot Robbie is delightful as Barbie and gives her much heart I think the movie worked better as a tv series to allow the writers to flesh out the characters a bit more It been better if we understood more of what created the distance between Gloria and her daughter See I cant even remember her name When did Barbie first start feeling that she wanted more than the same existence everyday Why were nt the and Kens capable of understanding more than their world Didnt their characters encompass their human counterparts Anyway the movie was fun lighthearted and something for everyone to enjoy out of this Was this in to,7.0,22 July 2023,0.9849
The glorification of mis an dry Tristan S ilya On the surface its a fun and bubbly movie Lots of cool colors cool design fun styles and music Barbie world is pretty cool and makes you want to be a part of it Unfortunately this isnt really a Barbie movie In terms of accuracy they ve changed a lot of things about Barbie and what Barbie is supposed to be about When you dig a bit deeper you actually dont have to dig at all if you re wise and have an eye for subliminal messages social cues and agendas you quickly its mainly a movie about mis an dry Basically men are dumb and bad and women should pursue career and they wrapped the whole premise in a giant Barbie flashy skin Its quite concerning how much damage this movie will actually do to our society because many impressionable kids and young adults will watch this and be influenced by it without even being aware of it out of this Was this in to,4.0,22 July 2023,0.872
This isnt the movie you think it is and its probably better for it I Ail ur Any time a movie prioritizes messaging there s an all too long history of the end result suffering whether in terms of its storytelling its general craftsmanship or both Broadly this trend holds true even when a message is important admirable and agreeable Case in point last years slasher They them was troubled in various ways but above all in how immensely upfront it was about its otherwise gratifying messaging sure enough the writing suffered in turn This film is not free of that same issue for it is extremely emphatically forthright and downright strident about the ideas at the root of the screenplay and which it wishes to convey they re terrific ideas but literally from the very beginning we see and hear exactly indisputably what the script wants to communicate More than that this is a picture that strives to be say and do a lot and in fact it is says and does so much that its a little overwhelming I earnestly think the finished product would have benefited from some thoughts being left out so as to tighten the whole and assert greater focus And though I somewhat repeat myself its well worth accentuating that the feature is heavy handed with astonishingly little of the content being given a delicate nuanced touch for the viewer to pick up on or feel for ourselves Its a title that wears its neon pink heart on its sleeve and there s no possibility of missing it And yet what s truly amazing is that for all this Barbie is also a movie that is incredibly exceptionally smart I cant readily think of any other title that was so predominantly blunt gawky and straightforward in its presentation but which simultaneously impressed with the absolute supreme intelligence behind everything that s being shoved in our faces Within the slant of being overfull and immoderate its nevertheless remarkably well rounded and balanced Everything it endeavors to be say and do is treated with that same frank hand and all is blended together into a slurry where no facet is allowed to especially outshine the others It bounces from trenchant ly triumphant to awesomely artificial to wildly wacky to dourly dispiriting to honestly heartfelt to satisfying ly sincere and back again but the progression still feels natural and meaningful not to mention purposeful and we never experience whiplash It is entirely unabashed about the values it wields like a flaming sword of vengeance and the themes that serve as its very blood feminism independence denunciation of patriarchy and toxic masculinity self discovery and self realization outside any strict confines or definitions that are forced upon or underhandedly given to us or which we unwittingly construct for ourselves the need to be active agents of our own liberation active defenders of what we wish to build and active stewards of what we wish to maintain and much much more Then too it plainly champions diversity even in just the casting but ultimately acknowledges the advisable place and just importance of diversity and equality in governance and representation touches upon the evils of capitalism and also the multifaceted elements of what signature doll represents for good and for ill recognizes that women who can and should be anything they want can be and may want to be mothers too Its not inaccurate to say that Barbie acts to upholds what are commonly seen as leftist or humanist ideals yet those who decry the feature as part of some subversive agenda either have nt actually seen it or cant discern the immediately transparent notion that values that seek a better more equitable world for everyone can only be said to be dangerous insofar as they threaten those values that work to sustain inequality and injustice Meanwhile setting aside the writing which is so enormously essential to all that this is the film is stupendously well done in every other regard The cast is a blast simply put obviously all having a fantastic time but for as weird and widely varied as the parts and scenes may be everyone also gives excellent performances no less worthy of appreciation than anything else that any of them have done It rather goes without saying that Margot Robbie is altogether luminous as the stereotypical protagonist but I personally am also very happy to see Ne f here so prominently and Kate McKinnon is an outright joy The crew put in magnificent work in every last regard from spellbinding colorful sets to bewitching costume design to impeccable hair and makeup and more Editing cinematography direction sound stunts effects I do not jest when I say that everything here looks fabulous The music is a wonderfully fun garnish that I in no way anticipated and all who contributed to the soundtrack in any way are to be congratulated those instances of choreography that we see are utterly superb providing a level of glee that Id have never supposed even based on advance marketing And as if all the huge concrete ideas behind the screenplay were nt enough the story in and of itself is genuinely entertaining and compelling let alone highly rewarding The scene writing is marvelously strong rich and varied keeping the proceedings fresh and engaging from start to finish the dialogue and characters are as shrewdly penned as anything else in these two hours What here is not brilliant when all is said and done Well I gave my answer when I first s at down but even if its not flawless the imperfections here are less about any discrete weaknesses or shortcomings and more about how stunningly busy the script is stuffed to the proverbial gills and nearly straining to keep itself together even in the face of so much skill and wit And if that s the worst that I can say about a picture then Id say its done darn well for itself indeed The promise of a star studded cast filled with persons I admire and the involvement of an esteemed filmmaker and her partner did nothing to quell skepticism when news first surfaced of a live action Barbie movie on the big screen The first teaser and subsequent trailer elicited much favor but still I had my reservations wondering above all how the same dazzling energy could possibly be sustained for a full length feature Then to be frank there came the swift abrasive reactions from certain people reactions that were laughably alarmist and apoplectic not to mention outlandish and unreasonable Suffice to say that such breath taking reactions were the tipping point for me as they elevated Greta Ger wigs Barbie from a film I might like to check out if I have the chance to a must see And now that I have While all my doubts have been erased and I could hardly be more pleased I can also safely say that this is not the movie I was expecting That riotous energy of the teaser and trailer isnt here for the whole runtime though most of it certainly What we get as complement and in its place though is masterful mindfulness and craftsmanship and a jarring somewhat backhanded but very welcome and refreshing wholehearted sincerity that is all the more smarter for the ways in which sights unseen its kept hidden Ironically I ponder if this isnt too lofty in its writing possibly going over the heads of those who might benefit most from what it has to offer Even if that s true though this is so splendidly well done that it will hold up indefinitely and be something to revisit time and again both for those who want to see what we may have missed before and to ensure that its message reaches the widest possible audience When I was younger Id never have thought a Barbie flick could be this good and substantive but here we are Ger wigs picture is well worth watching and earns my very high hearty recommendation out of this Was this in to,8.0,27 July 2023,0.9998
Barbie is fun sky ler moore As a skeptical viewer I went into this expecting cheesy bad I am happy to say that this movie is fun Is it for everyone Absolutely not Its a great mixture of adult humor and fun and kids humor and fun without ever feeling like it dives into one or the other too much There s surprisingly a beautiful emotional sequence TWICE and it delivers a great message while poking fun at Barbie and Margot Robbie and Ryan Goss ling prove to be the amazing actors they are known for and this is packed with a great supporting cast Yes the plot is thin yes its a little bare bones and yes there s some minor pacing things here and there But for what it is I liked this movie a lot I will be watching again on streaming out of this Was this in to,7.0,24 July 2023,0.9491
Not All That Clever WH Bower I regret that I allowed myself to be swept up by the Barbie hype Im sure it will resonate with the ladies Gents you can wait til it streams Its just not nearly as clever as Id hoping it d be Yes I was fully expecting a message but not one that would be hammered on to our heads Zero subtlety and a deficiency of real wit There was a moment in the film that held promise re Ken and the subject of masculinity but it was squandered This film is very fortunate for the Bar ben he i mer phenomenon because Im not sure word of mouth could have served it as well I love me a chick flick just not this one out of this Was this in to,6.0,22 July 2023,0.9621
A largely positive message wrapped in a fun package but the execution could have been improved ta Firstly the marketing for Barbie was great The cinema was full of people wearing Pink when I watched Barbie on Friday and Oppenheimer on Saturday Greta Ger wig largely succeeded in creating a fun film that gets her message across although it sometimes became a bit heavy handed at the expense of the narrative and tempo of the Movie Barbie takes on the noble cause of trying to undo the message portrayed by its early history reposition the expectations of females and Barbie dolls and shine a light on the patriarchy which exists in our society Its a movie based on a kids toy but aimed at an older demographic who can internal is e these messages The opening act was fantastic We were introduced to a fantasy Barbie Land which is everything we could have hoped for The set design in immense and filled with predominantly modern day living their dream life in Doll houses Margot Robbie who plays stereotypical Barbie was made for the roll and Ryan Gosling is great as Ken The supporting cast are also a lot of fun In the second act we are given a cause to enter the Real World where we are introduced to Will Ferr all and the Corporation They were the least interesting part of the movie One of the main issue is that they were nt realistic and blurred the lines between the tone of Barbie Land and the real world Whilst some of their jokes were funny a number of them missed something that was true of the movie as a whole We are also introduced to other real world characters who have a bigger role to play In the third act things pick up again as we are able to explore Barbie Land We get an stand off between competing ideologies which is largely entertaining and funny In this act there are a number key moments which reinforce the message of the film followed by several resolutions which may or may not please the general audience There are parts of this act which could have been done better especially when it comes to the overall workings of Barbie Land Barbie teased being a simple movie about a doll and instead went for the bigger goal of being a strong feminist movie and calling out the patriarchy Overall there is a lot of fun to be had with the Barbie movie It aims to deliver a positive message to its core audience however this sometimes comes at the expense of the narrative and tempo of movie as a whole I never imagined that there would be so many thoughts and discussion to have post a Barbie movie If you are caught up in The Barbie hype its worth seeing in the cinema otherwise watch it when it is released to the masses out of this Was this in to,6.0,23 July 2023,0.9982
Fun and more surprising than I expected avi nash mee too out of this Was this in to,7.0,19 July 2023,0.6901
I fee sorry to those who fell in the Bar ben he i mer trap To say that I was disappointed is an understatement The movie starts fine which is more or less what was advertised in the trailers where the setting was Barbie That was kind of fun The problem is that the second part is just a mess in pace it tries too hard to be funny The main message of the movie would have been great if it had been delivered properly It was nowhere close to be in t All movies do a better job at making their point And for me the worst of all is that it tried to be controversial so hard that it became stale and dull after some minutes since everything centered around the same topic Movies should try to unite not divide At least create some discussion rather than being a one way discussion where the writer basically tells everything Parents Not recommended to bring kids it is not for them It can be dull and the jokes are not aimed at that audience Despite all of these problems it deserves points for the first mins of the movie and the aesthetic out of this Was this in to,3.0,20 July 2023,-0.8169
Sex Education with i odin Greta Ger wigs Barbie is perhaps one of the most ambitious film in recent history The fact that a filmmaker decides to make a film on such an idea which is equally popular and problematic is brave It is both a celebration as well as a quip on the Barbie world Barbie deals with the modern day gender issues and how Barbie the company stands as a symbol of all those issues At the same time it cleverly portrays the emotions involved of all those who love and admire this pop symbol Margot Robbie is excellent as Barbie Her performance range is phenomenal Ger wig uses her aptly Gosling is cute and is being judiciously used for his charm and handsome vulnerability that he brings All the supporting casts most of them are from just one show hence the title of this have done their job well Cant say I am particularly impressed by any one though as there isnt much for them to do Although Will l and America are an exception as they shines in their limited appearance and steal the show The music production design and direction along with Baum bach s writing is outrageously entertaining and often funny as well The bizarre world of Barbie will be loved not just by the ones who carry a nostalgic baggage of playing with one in their childhood but also to those who have never ever heard about it Such is the charm of this movie out of this Was this in to,8.0,23 July 2023,0.9758
Watch it in MM if you dare dr nes hom I watched this movie on an theater in my hometown Qat if its considered a MM cinema in our standards As everything was vividly pink that particular experience made my eyes very sore Despite that I can safely say that the Barbie film is somehow a funny ridiculous film and I would confidently recommend to watch it over watching Nolan masterpiece of garbage oppenheimer Is it boring Ma be but I dont think so does it need a MM The answer is No No and No However I strongly recommend to go and watch it in MM for the following reasons the acting is acceptable the plot is extremely silly nudity and sex are a lom st ro you will witness different kinds of Barbie e g Skinny overweight Barbie and more Simply put it wins the Oscar for the most ridiculous movie of the year So stop the hate and go give it a genius try out of this Was this in to,6.0,25 July 2023,-0.7849
Gr etta Gere ig Approached j kur n Just want to get this out of the way Greta Ger wig approached and wrote the film Not the other way around This movie is super fun Where this movie shines is the acting production design and soundtrack The script is dense with jokes however it feels like its trying to be too much all at once The big mono l gue was solid though and the subplot with the mother and daughter was emotional and authentic Regardless some people will be of d by or feel left out because for example the trans representation or lack there of It is very binary but the film cant be everything to everyone and I imagine doesnt want to get involved in the culture wars Whether that s an asset or liability is yours to determine Overall its enjoyable but like Christopher Nolan who also has a film competing with it Barbie tries to be too complicated and vague in order to seem clever That being said it hits A LOT on the head I recommend out of this Was this in to,7.0,28 July 2023,0.946
Awkward brilliant anti popcorn movie grinning elvis The most surprising thing about Barbie is that the joke gets old so quickly Then after it stops beating the audience over the head with its obviousness it settles into a self assured groove Its the rare case in which the third act is actually better than the first two The jokes land harder once it sheds the need to be all things at once a twist neatly mirroring the central crisis moment As it plays out the first half of Barbie is surprisingly drab Its a feat of production and winking self reference that threatens to turn into a painful civics lesson and a generic every genre all at once lecture Its not nearly as weird or jarring as it needs to be and ultimately the Barbie world is as lifeless as the titular character But then something interesting happens Barbie actually starts landing some punches Its no accident that a turn happens with the introduction of a fairly obvious twist the introduction of a strange character played by Rhea Perlman And Perlman is the perfect actress to fill such a role She s small un glamorous and crone ish consistently cast as either a venomous tough or as a matronly sieve In Barbie she s a literal chorus and her existence in the film suggests a knowing concession between the Corporate Barbie toy empire and the relationship that so many women have with her and themselves These are the topics that have long churned in Noah Baum bach s films combined with topics that have defined Ger wigs features yet the movie doesnt work like anything the two have accomplished separately Barbie feels like Ladybird by way of The Life Aquatic and when it allows itself to go full blown existential it manages a sort of cinematic brilliance that its rival blockbuster Oppenheimer of Oppenheimer looming so large over everyones attempt at pretension simply cant manage The film has deep flaws but heart is not one of them Its a magical thing to see Margot Robbie cry and while her performance really isnt particularly consequential to the plot it does present emotional heft to a screenplay that is both dullard and brilliant by design Robbie like Theron is a beautiful blonde archetypal actress who just happens to be profoundly intelligent and intense even when the film literally mentions exactly how we are not supposed to look at her as average while begging us to see her as just that Its a neat trick to pull off a genuinely flattering disrobing of stereotypical beauty Its a joke Robbie is in on and a passive exclamation point that co star Ryan Gosling owns I like watching actors having fun I actually never expected to experience this in Barbie especially when it shoehorns in less than interesting roles for Will Farrell and Kate McKinnon and quickly exhausts its post subtlety messaging Farrell and McKinnon are supposed to be two anarchic al characters Both fall flat We ve seen it all before and here they lack any acidity whatsoever Their roles feel tired after countless Toy Story s and Lego Movies treading on the politics of child adult expectations of reality They almost seem like add on s from the corporate execs they lampoon especially troubling in that McKinnon is supposed to represent anarchy But Robbie and America eat up the screen both inhabiting a particular idea that seems to have genuinely spring from Ger wigs best instincts There are scenes that in an overwrought and exaggerated cinematic world seem to actually exist in real life To get caught by surprise seemed impossible as the first act ground to a halt Barbie is a little too blunt for its own good which strangely ends up being a good thing At just under two hours the bludgeoning messaging stops being funny and you feel the fatigue that were supposed to understand is the source of angst In that the ending isnt a reach so much as a confident nod to where Ger wig has taken the audience If its rare to see a actresses having fun in a Hollywood film its especially rare to see a female director genuinely flourishing by being just exactly who she is out of this Was this in to,7.0,27 July 2023,0.9956
Hilarious and Thoughtful talking about movies This is actually very close to a great movie It deserves your time and money at the theatres Remember Lego Movie How no one was expecting anything from it labelling it as a cash grab And it actually turned out to be a thoughtful clever comedy This movie is just as good This is a fun over the top laugh out loud comedy that manages to communicate a very necessary message I loved how much fun it had in doing that It used comedy as a tool to prove its point Its not easy guys Making a satire itself is not easy let alone turning Barbie into a good movie The over the top way this movie made fun of sexism was hilariously genius It reminded me of Dont Look Up That was another movie that deliberately made its characters unrealistically unlike able to prove its point using humour There are dialogues in this movie where I was like its funny but yeah it needed to be said The way this movie constantly made jabs at where gender equality stands at the moment was genius Everyone in this movie is having so much fun The actors all of them gave hilarious performances Ryan Gosling especially was so funny His character was so integral to the main theme of this movie This movie is so self aware that I wouldnt have been surprised if a character just mentioned the opening weekend battle with Oppenheimer It has a few problems though While the way the main theme of this movie is concluded was more or less perfect I thought the way character was concluded didnt make much sense and was sort of contradictory And given that its a very over the top comedy some scenes do stretch a bit too much It can get a bit too preachy at times too But honestly I had a great time I would highly recommend watching this in theatres In fact my entire hall was laughing throughout the movie out of this Was this in to,8.0,22 July 2023,0.9956
Barbie Better than I thought but fell a little short cinema connoisseur Scoreboard Overall Score Storyline Plot Acting Directing Ending Cinematography Comedy Action Overall Review Firstly in all my years of being a Cinema Connoisseur it is rare to see a movie sell out as quickly and widespread as Barbie So well done to the Barbie marketing team I walked in the cinema with no expectations but I have to say I was overall pleasantly surprised with Barbie I thought it might be the usual run of the mill silly kids movie with a completely un serious unrealistic storyline However the Barbie storyline touched on a lot of serious real world issues and situations that many people can relate to With that said it did feel like a senseless musical at times with u ness s ary sing dance scenes The essence of the film touches on the juxtaposition of what life would be like if women ruled the world Barbie Land And the real world we live in which is male dominated This was portrayed well but did get a bit too silly sometimes The level of acting from Margot Robbie and Ryan Gosling were both bang on Considering they were playing dolls they kept a great balance between having to act silly whilst still keeping a level of seriousness so the silly ness doesnt go overboard Overall Barbie was actually a decent watch with a good level of comedy and realism whilst keeping the essence of what Barbie represents Is it worth a watch Whether you are a woman or man young or old Barbie has a little bit for everyone to relate to So for that reason it is worth a watch but dont go in with high hopes unless you are a die hard Barbie fan out of this Was this in to,6.0,22 July 2023,0.9895
Bar ben he i mer Decent comedy handled with a sledgehammer Saw this kind of late on after Oppenheimer As expected the movie looks great Barbie land is a crazy set shot well and all actors are committed Was a bit disappointed with Gosling but could just be the writing direction for him Margot Robbie and America Ferrara shine the most and to a lesser extent Gosling Kate McKinnon and Will Ferrell those last two are smaller side characters Some issues with pacing or maybe the movie shorter and the music wasnt all that memorable surprisingly I like more songs or better yet for this whole movie to be a musical My biggest gripe is the writing It is painfully heavy handed preachy and full of cringe This is because the evil patriarchy and righteous feminism is ramp ed up to I honestly kept checking my watch was looking at home with like min left and struggling so hard not to walk out i never do always stay to the end no matter what or fall asleep Maybe it was partly because I had just gotten out of the hr Oppenheimer which I had a strong coffee during but this was one of the toughest movies I had to s it through in a theater in a very long time I think most but still probably not all women will enjoy it but for the fell as Unless you re a self described male feminist or far left politically or maybe just a s imp your mileage is really going to vary and this may not be for you I like Greta Ger wig and the cast but this was a big miss and let down for me Messaging aside I struggle to give this higher than a maybe a at the absolute best wouldnt give it lower than a So Im going with out of this Was this in to,4.0,21 July 2023,0.9492
NOSTALGIA val fra e This movie is NOT what I expected at all I thought it would be your average formulaic movie but no This movie is deep It explores topics such as feminism the patriarchy femininity existentialism and a lot more It uses incredible comedy to make its points and hence doesnt come across preachy at all Greta Ger wig is absolutely incredible this is her best work so far Margot Robbie and Ryan Gosling did a splendid job as did the rest of the supporting characters Also the nostalgia you ll feel when you watch this movie is insane Its so crazy how similar every girls Barbie play stories are I love that Im just like other girls out of this Was this in to,9.0,23 July 2023,0.9731
Barbie its interesting confusing and a lot of fun felipe de souza rosa Barbie is a curious film and I believe that the high expectations of the general public led to its performance being considered average The film tries to criticize several things at the same time criticizing how society puts pressure on women and reflections on self knowledge besides that I assume that at some point someone wanted to criticize large corporations but all of this gets lost in development and becomes confusing and often its not clear what the movie really wants to be about maybe focusing on just one thing or working them all properly would be better Anyway the film is fun and manages to get some very loud laughs and unfortunately this script problem persists in situations that just happen without any development or reason I hope that in a future sequel this is better worked on out of this Was this in to,6.0,24 July 2023,0.8043
Gorgeous joseph i rose This movie was incredible it so perfectly portrays the patriarchy and feminist ic ideas It really stood out to me how the worst the Kens had to go through in Barbie land was being ignored and being not very important while the second Barbie went to the real world she was harassed and objectified It ended up STILL being up to Barbie to apologize to Ken at the end of the movie though she did nothing wrong This movie was hilarious and saddening and perfect and it did a fantastic job of showing patriarchal things and balancing the serious and sad with the funny and tender moments I love Great Ger wig and would for sure see this again out of this Was this in to,9.0,26 July 2023,0.9613
She s Everything He s Just Ken Under The Scene Greta Ger wigs Barbie is a stunning piece of cinema when it comes to costume and set design which blew me away with Also had good songs and catchy musical numbers but was not as good as expected With a film being called Barbie Margot Robbie was great as usual but Ryan Ken was the one who absolutely stole the show with it being his funniest role to date Now the first minutes were rough to get through for myself with the introduction to Barbie world which is understandable considering what it is But then even leading into the Real World part of the film some of it still had the cheesy bits that I didnt like From that point on though I did end up enjoying most of the film and the performances from everyone on screen Overall the good moments outweigh the bad ones and it ending up being a good fun comedy film out of this Was this in to,7.0,23 July 2023,0.9858
Such an empowering movie sn per era This movie has such a powerful message for women everywhere The set is amazing and the movie is so funny The writing is so clever and funny It made me feel so powerful and validated I really enjoyed it Margot Robbie is the perfect Barbie And Ryan Gosling is the perfect Ken I feel like the chemistry between them and all of the other and Kens were great I loved how there were different type of in the movie Being a woman is amazing and powerful and I hate how the world doesnt respect us or take us seriously There was some slow parts and jokes that didnt land for me but overall it was a great film out of this Was this in to,8.0,25 July 2023,0.9829
Just watched the barbie movie Curtain Call Films When you have a cast as big as this film the space for error is low and although the movie is lots of fun there are still some nitpicks Lots of the jokes dont land but the ones that do really make you laugh Margot Robbie gives a great performance and is going to be remembered as barbie for ever Will Ferrell is very under utilised for such an iconic actor There s some emotional stuff at the end and that didnt really resonate with me that much but it might be different for other people But the best part of this film is Ryan Gosling as Ken let alone all the Kens are great the musical number and fight they have at the end is the absolute best part of the movie out of this Was this in to,7.0,22 July 2023,0.9833
The mainstream doll with not such a mainstream film Tom Talks Films I finally plucked up the courage and wore my usual all black clothes as I braved the hordes of pink wearing women to watch Barbie the latest release from director Great Ger wig The film opens with a voice over from Helen telling us how Barbie changed the doll business no longer did young girls just have dolls that were encouraging them to stay in the kitchen now they had barbie who could have any career with the change of an outfit Straight away this should tell you about the gender politics of this film but more on that later We then cut to Barbie land where everything is plastic and fantastic that is until one day Barbie out loud says do you ever think about death Is there not a therapist barbie From there starts an adventure where Barbie and Ken travel to the real world barbie in search of her owner to find the source of her new depressive thoughts and Ken well in search of heart This film is a hard one to unpick as its just chaos there s so much going on all the time so much so that the slower moments act as nice breathers for the audience There s dance sequences action sequences jokes gender politics and somewhere in here there s the typical Barbie plot that you might presume this film would have but its covered with loads of other stuff The thing Im most torn on with this film is that I want to praise Ger wig for creating a Barbie film that no one would have predicted while at the same time I cant help wondering if I personally would have enjoyed it more had it been more generic Im always talking about how films should be more creative and yet this is the question this film has me asking myself Its just different and it definitely isnt a kids film a young girl s at a couple of rows behind me had to keep asking her mum what was going on and I dont blame her as if I was years old I wouldnt have had a clue This film seems to be aimed at women age which is a surprise to me as I thought she was in her late twenties for some reason but you can her actual age if you wish to know Now I know her actual age some of the more older niche references to bands and films etc make more sense and I think its women that are a similar age to her that she s trying to appeal to here That brings me on to the films central the ming which is its gender politics Its a film that s about women and for women and in that it does a great job I think for its target audience it could be an impact ful and empowering piece of art That being said however if you re a pre teen girl or a man you might not get the full emotional impact of this film and I feel that s a bit of a missed opportunity If this film had eased up on the gender politics at times I think it could have appealed to a wider audience and in doing so may have been able to spread the films message further but I think its largely ended up falling on death ears to those who arent in its target audience Its a shame because the film has an important message to share about equality but its one that men need to get onboard with as much as women to bring about any real change By the way for a film that s supposed to be telling women to be who they are and challenge the patriarchy why has a trend been created for women to wear pink to this film considering its one of the most commonly associated colours with women Overall Im not the target audience for this film but I had a good time nonetheless its not one Ill be hurrying back too with haste though out of this Was this in to,6.0,28 July 2023,0.9909
WHAT ARE YOU PEOPLE SEEING jd a This is not a great movie when you get down to it its not even a good movie Its a popcorn movie at best The best thing it has going for it Margot Robbie as Barbie she does channel the role well and when her world turns upside down you genuinely feel sorry for her At the other end of the scale Ryan Gosling as Ken Gosling is good at stretching into roles but no matter what Ken was an androgen o us doll and Gosling cant stretch the role anything more than that He looks like a character out of and whenever he is on the screen i was cringing in my seat There are definitely funny moments my favorite When Ken runs into the ocean to surf Definitely a womans movie from the first preach to the final cast roll it got old fast and the screenplay didnt seem to have much substance after the I am woman speeches I thought it was me but there was a lot of kids in the theatre and they all appeared to be bored as well Sorry Greta This is not your ticket to the Oscars out of this Was this in to,3.0,26 July 2023,0.9527
A film that truly lives up to the hype ethan bres net t A Barbie movie helm ed by Greta Ger wig starring Margot Robbie and Ryan Gosling what could possibly go wrong Practically nothing it seems as this movie is a complete knock out in every possible way It is hilarious from start to finish with a sharply funny meta intelligent script that is matched by the masterfully executed physical comedy The story is emotional and powerful and meaningful which I did not expect but this proved to be such a vital and welcome part of the film The entire cast is brilliant with outrageously camp performances from them all but the highlights are the two leads I cant think of two better people suited for the roles than Margot Robbie and Ryan Gosling They both give perfectly flawless performances filled with heart and humour and charisma Will Ferrell is a scene stealer with some hilarious comedy as you d expect and America delivers a great performance with a lot of heart The visuals are so fun from the sets through to the costumes It is such a vibrant and colourful film that bursts with creativity and to top it all off it has a superb soundtrack as well If you were once a Barbie movie sce pti c like me then think again as it does not disappoint out of this Was this in to,9.0,26 July 2023,0.9976
It was good but it could have been better q raw br out of this Was this in to,7.0,26 July 2023,0.7003
Fun and unexpected but confused in what it is Tr sines out of this Was this in to,8.0,23 July 2023,-0.2023
The wait was worth it gian marco ci bella Its hard to say this movie isnt great even if you dont agree with the third act feminism part I mean Margot Robbie nailed it And Ryan Gosling come on i was expecting so much from him and he was even better than i tought so freaking funny and always on point The set production and Costume design are of course oscar nominees already Overall i liked the message the social critic the per f om the production the jokes were very funny the references what s there not to like Such an enjoyable movie Perhaps the part played by America required a most skilled actress to carry the emotive part of the movie and the monologue in a more convincing way but that doesnt ruin the movie at all I think its a must watch for cinema lovers and for people who just wanna have a good time as well out of this Was this in to,7.0,21 July 2023,0.9662
Layered Bold Smart and most importantly Funny is qr as if Barbie is a fantastic movie its so layered bold and smart Brilliant writing directing acting costumes and set design wow Margot Robbie and Ryan Gosling are amazing in it Also America what a performance her monologue in one scene has us gagged in the cinema Greta Ger wig created a clever charming and fun movie that will have you laugh smile and clap It will also have you thinking about our individual role and place in the world A breath of fresh air in the world of cinema and one that is needed for these challenging times were in Margot Robbie as Barbie was like she was born to play the role But still imo Ken played by literally me stole the show A solid out of this Was this in to,8.0,20 July 2023,0.9844
Good jokes and a disappointing Ending adi b At the interval I was surprised of how much I was enjoying Barbie with its amazing humour which was super ironic and subtle commentary on male patriarchy and consumerism The overall theme of the movie was also quite good reflecting many aspects of human life and how it becomes more critical with age But it was so disappointing in the third act which takes away the brilliant build up Ryan Gosling showed his ranged and made me laugh so many times Margot Robbie shined brilliantly just like she does during the whole film But I expected more from Barbie and Greta Ger wig didnt satisfy me She should have tried for a different sort of ending out of this Was this in to,6.0,23 July 2023,0.9693
The Lego Movie but for females mason tull is Now please take into consideration that I am a man And a white man at that Barbie was much better than I thought it was going to be Im just going to get into what I didnt like Barbie starts off as a fun light hearted comedy movie The first mins are great From then on the movie begins to have an identity crisis It goes from deep feminist themes to a car commercial to a slide show to a th wall break depression Barbie ad and then a musical One of my biggest problems was that I felt like the movie was talking to the audience too much Things were being said or done visually in the movie not for the sake of the story but for the audience Which maybe some people like but to me it took me out of the experience Barbie wanted to be taken seriously but because of its inability to be consistent and justify the actions of certain characters and events it left the audience behind Like what is the purpose of Mr Will Ferr all Is he good Is he evil Does he care Does he just want money Why does he ask like a Barbie but he s from the real world At the end of the day I agree with a lot of what was being said and the themes that were built I just dont think the movie is for me at all But I didnt hate it and Ryan Gosling gets a out of this Was this in to,6.0,22 July 2023,0.742
A funny film but with a spoon fed preachy message and no real writing behind it billy gonzalez out of this Was this in to,5.0,22 July 2023,-0.2144
Did we watch the same movie d qb I Barbie to be funny self deprecating intelligent and masterfully pretty The choice of making Barbie world feel plastic adds an incredible layer of humor to it all Gosling Margot Robbie and cast are a charming ensemble of top tier performers giving their all and it shows self serious approach to Barbie makes self seriousness as Ken even funnier When I left Barbie all I could think is This movie is SO PG in the best way possible Its sexless while also acknowledging sex and physical attraction Its crude without raunchy language Its self deprecating humor is second to none Its absurd is t humor is uniquely millennial Gen Z I this film hilarious and fun I recommend everyone watches this and also doesnt take it too seriously out of this Was this in to,9.0,22 July 2023,0.986
Its Good but not Great Bos k joss I went in there with O expectations but boy it was cunning and audacious to say the least It is one the most original movie made in terms of writing filming cinematography in recent times to be made with a fake subject but very relevant plot Barbie speaks to a lot of women and MEN about feminism patriarchy consumerism and existentialism in its own weird sometimes cringe but mostly funny way Full Marks for Casting Top to toe perfect casting for Barbie and Ken But m is boring in the beginning and too preachy otherwise Totally skip p able in the theatres Its not worth the hype t bh out of this Was this in to,6.0,22 July 2023,0.4938
Life in plastic it stops short of being fantastic i kol out of this Was this in to,7.0,23 July 2023,0.4588
